HT_ADDR,P_and_L_AADT,Age,AA_Temp,Shoulder_width,No_shoulder,mountain,bridge,single_lane,double_lane,urban,express,cost/km
402.40000000000003,3089.2000000000003,20.0,37.8068935112463,6.233749924817348,0.0,0.0,1.0,1.0,0.0,0.0,0.0,123818.24262633911
673.8000000000001,4357.1,16.0,16.69218976882213,5.168324913971292,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2511804.29594199
1967.8000000000002,423.8,13.0,17.737931170483538,4.7142796355921694,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2553041.459072786
473.0,2974.7000000000003,25.0,34.83326116273655,3.7042336021222977,1.0,0.0,1.0,1.0,0.0,0.0,0.0,150151.8154521242
1429.8000000000002,931.7,19.0,30.067732642109124,4.454203894287266,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2526841.000158185
1140.8,4859.8,4.0,35.27763738628165,2.6395705735365738,0.0,0.0,0.0,1.0,0.0,0.0,0.0,103088.03020473328
1575.8000000000002,2364.7000000000003,10.0,33.427939241790476,7.941056777157419,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2578322.7603568155
167.4,441.6,5.0,22.71927566687976,2.789068123603821,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100703.48111101851
208.60000000000002,4563.2,18.0,33.94267518821977,7.249305042398433,1.0,0.0,0.0,1.0,0.0,0.0,0.0,117137.76198825106
1817.2,2573.5,12.0,19.2087160123677,5.975224135578893,1.0,1.0,0.0,1.0,0.0,0.0,0.0,171172.22060292563
1065.8,1675.3000000000002,18.0,16.2269546809153,4.392625508103036,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2518139.4846415827
1577.2,1585.8000000000002,2.0,30.929274639721733,6.813958376840268,0.0,0.0,1.0,1.0,0.0,0.0,0.0,104285.38396153145
1280.0,1244.8000000000002,0.0,30.13670181767783,6.9765031924875105,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2500000.0
466.6,3315.8,9.0,13.075870687342789,7.251416329723918,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2528417.537549553
1622.2,4111.400000000001,18.0,36.12106837722732,5.258586463031401,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1492586.202274932
385.20000000000005,1530.1000000000001,28.0,16.91649874909725,7.269236763543047,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5808361.42263823
1357.4,1747.2,25.0,13.65299620850341,7.970191811729103,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2638868.7836839976
981.2,1442.4,16.0,19.87396702033461,4.643071718887496,0.0,0.0,1.0,1.0,0.0,0.0,0.0,108493.92738239458
437.6,3655.2000000000003,25.0,27.877682528722644,7.5319694073492585,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1214580.161027303
1613.4,695.8000000000001,2.0,23.786048010127573,6.7509333475643825,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110828.96372287071
1097.2,4776.8,27.0,34.188441755355406,7.704160829192641,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2500000.0
802.0,4977.900000000001,28.0,17.130982967674797,6.264726134311463,1.0,0.0,1.0,1.0,0.0,0.0,0.0,232560.08505896654
572.4,379.0,1.0,30.18616685920549,3.430473724531348,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5003291.914736185
1402.2,3759.1000000000004,14.0,13.671344140293927,5.493270622728863,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7207528.134335645
1683.0,4831.400000000001,25.0,19.897958966564815,5.048234654657458,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1462000.9018214596
478.6,709.3000000000001,9.0,17.590266546409694,7.64515935374319,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2503253.322062575
615.2,2021.5,23.0,33.283571354673676,3.355483258393841,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2686902.3668543436
1707.6000000000001,3379.4,0.0,27.439370599788504,2.500980473180844,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1200000.0
1624.4,4451.2,1.0,33.57254192161346,5.971819554538204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2504222.692343758
1604.4,1241.3000000000002,22.0,25.15288694687696,6.352252899906348,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2650676.360897538
1464.2,302.3,9.0,16.57309614582633,3.972965482351362,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2505645.6885346356
1408.2,4288.8,0.0,40.38092632327873,4.373351858847377,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5000000.0
669.0,2731.2000000000003,10.0,41.981866005605276,5.077412480072023,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2583830.338538802
332.20000000000005,474.8,3.0,27.669492602485892,7.256713387197581,1.0,1.0,0.0,1.0,0.0,0.0,0.0,101049.83873294556
1354.8000000000002,68.2,21.0,16.360267688172154,7.2610326354101575,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5033776.553189437
932.2,1245.7,10.0,27.513188857451716,6.602299097961113,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1273571.696557019
1109.4,4725.900000000001,14.0,24.873663907167483,7.626250808346589,1.0,1.0,1.0,1.0,0.0,0.0,0.0,518211.41790625005
1549.0,562.4,13.0,37.12674283295456,3.2059034382836824,1.0,1.0,0.0,1.0,0.0,0.0,0.0,114894.54366883409
62.800000000000004,560.4,2.0,15.095692806496983,7.04029585102355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2500021.7901477744
1284.8000000000002,2642.7000000000003,7.0,37.30564242203718,6.79480416172132,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5882837.103724152
1865.0,3684.5,9.0,28.794320933579414,2.8770330044448125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1208896.5214326556
1879.6000000000001,2912.0,24.0,29.201606847854542,3.8423249301102143,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10870986.019971285
1579.6000000000001,2775.7000000000003,14.0,22.839312886251037,5.602397924081068,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6150939.115466508
1971.0,1360.9,19.0,17.694542838407965,7.744162908240827,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1289606.160338952
528.0,1722.4,10.0,36.82226784045285,5.036069096404664,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2513353.437695201
821.2,244.4,7.0,19.23261582597372,5.842974224217151,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100641.76475190844
124.80000000000001,125.5,22.0,17.142660506321896,6.993922355323592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2500120.3395749973
525.0,1107.4,18.0,39.41683972038267,4.314317575154817,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1222834.3072834115
688.0,4322.0,8.0,15.477214274076534,6.219471885145353,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5912119.312518132
1396.6000000000001,4104.6,6.0,26.237831887375364,7.443502620061475,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5984344.45000346
652.4000000000001,3639.0,4.0,35.755345120161614,7.78725764769388,0.0,0.0,1.0,1.0,0.0,0.0,0.0,110748.22795232949
154.8,3852.5,14.0,27.19054821189436,6.18066215853271,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5558903.420897193
1046.4,1145.3,13.0,36.193536071832895,5.635828629584292,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1215000.725300779
1263.8000000000002,4271.900000000001,11.0,31.466803651011094,2.888556873358664,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2616183.132395401
1125.6000000000001,2792.5,12.0,36.82932194664169,6.9541124221261335,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2576492.151251659
1973.6000000000001,3949.3,7.0,33.00491509630206,6.478014363542755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5628855.7318218425
710.4000000000001,3329.7000000000003,20.0,18.222166895377264,3.208673769211342,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2661836.148626717
304.40000000000003,2192.3,27.0,36.884254005072805,4.192739544636545,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1297185.0290062802
1553.4,3575.1000000000004,25.0,37.233952057951726,3.9826465108316063,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2663021.6679619895
783.0,1547.1000000000001,11.0,39.640489077239764,7.402011985698866,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2584154.8277853415
1832.8000000000002,1452.9,16.0,35.548192457361075,7.634721439289069,1.0,1.0,1.0,0.0,0.0,0.0,1.0,17520398.232633553
1080.2,2449.7000000000003,5.0,30.91954985328506,5.99512051780957,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2507144.084954697
1848.2,2954.3,14.0,23.368480415568186,3.2097785467406106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108574.28683009473
395.20000000000005,1567.2,22.0,13.759583930740668,5.399817351487595,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1212989.9061484504
598.6,1224.8,0.0,22.976154961520464,3.790633862153605,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1200000.0
197.60000000000002,4112.400000000001,11.0,18.879859743663577,7.290867316822697,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2571988.782781317
1516.0,941.7,25.0,27.355472365561173,6.421569590279889,1.0,1.0,0.0,1.0,0.0,0.0,0.0,169276.67339741095
589.8000000000001,160.3,13.0,32.06374705054514,6.738097210308754,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2505715.452279546
1294.4,725.7,26.0,41.5085807594339,6.98052071477157,1.0,1.0,1.0,0.0,0.0,0.0,1.0,12662338.27477329
1603.0,1483.8000000000002,16.0,17.14625088930412,4.478844680572053,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2562904.4634186863
88.60000000000001,4964.5,8.0,35.89173968529256,6.472156618779174,0.0,1.0,1.0,1.0,0.0,0.0,0.0,109032.18000602124
456.6,206.4,14.0,20.6471414220479,3.8606486020203823,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2500832.7540898034
1949.8000000000002,2112.2000000000003,10.0,24.865467238244477,5.671551429751783,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5851081.755439908
1159.0,3205.9,9.0,28.365509883343748,3.578048518726814,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2698575.0282197143
723.2,629.1,16.0,40.276725401788894,7.345924468974243,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1227634.798345914
661.6,2.2,17.0,24.98529451352754,7.718651595754844,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2500037.7846968556
51.400000000000006,356.20000000000005,11.0,39.40120836573355,5.518469552828551,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2500346.737523789
348.8,1089.0,10.0,32.30722671829236,7.9871404323130095,1.0,1.0,1.0,1.0,0.0,0.0,0.0,129440.12642166142
166.0,1959.1000000000001,10.0,40.731868445476096,5.743097631785474,1.0,0.0,1.0,1.0,0.0,0.0,0.0,108406.10977788463
832.4000000000001,4948.6,9.0,13.028847599574595,3.3206297150440998,1.0,0.0,0.0,1.0,0.0,0.0,0.0,106519.86700365145
1015.6,514.3000000000001,26.0,31.747741858591183,4.43077888311883,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5760935.141949749
1217.0,1638.9,27.0,29.0064902607488,4.012243602672212,1.0,0.0,1.0,1.0,0.0,0.0,0.0,169253.0821717573
1487.8000000000002,1432.6000000000001,28.0,38.872835882804594,4.734065617895336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5592053.872545752
122.2,480.1,20.0,30.953545479645815,6.247510180112129,0.0,1.0,1.0,1.0,0.0,0.0,0.0,102507.2642833054
1473.2,4872.8,14.0,16.72413683723613,6.127643872418703,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1248614.8199382098
776.2,4448.7,6.0,35.860530132819534,6.633163295593325,1.0,1.0,1.0,0.0,0.0,0.0,1.0,10336199.334399305
1942.6000000000001,3753.6000000000004,6.0,29.927946399228166,7.265417100991053,0.0,1.0,0.0,1.0,0.0,0.0,0.0,138670.11337872728
1467.0,542.9,4.0,23.363777106521404,4.398977465600971,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5130420.811380648
1696.4,2201.3,25.0,13.089673842440273,7.807757041795438,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2527792.721297941
1636.2,1755.8000000000002,26.0,20.255035691585825,7.907841244936224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,117891.08194472571
1137.6000000000001,935.9000000000001,27.0,38.12940735583092,7.121914800835115,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1236847.051705342
251.0,4469.1,6.0,32.95711586797678,6.1517504904982525,0.0,1.0,1.0,1.0,0.0,0.0,0.0,115077.96700712775
135.8,2381.4,12.0,31.751377880191285,3.9439246315231147,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5193573.859070757
1767.2,1455.0,25.0,17.199408663203755,4.145849825970363,1.0,1.0,0.0,1.0,0.0,0.0,0.0,150648.38713213836
235.20000000000002,1637.9,26.0,26.91918582204454,4.257538670996729,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1240037.8412946844
1854.0,1555.9,2.0,28.569062100053088,5.653061434544556,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5371144.692026999
1521.2,3940.6000000000004,3.0,17.375560713795153,6.467009270034367,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2516000.559476389
1516.2,251.70000000000002,8.0,16.20391497714159,4.297797849622736,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2501683.52111246
495.6,4319.7,18.0,31.620496930802776,6.627823202349103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5435361.670240515
645.4000000000001,3167.2000000000003,18.0,35.12022314613236,6.673126181637537,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8434833.720735546
1224.8,1097.0,2.0,18.673872961567557,4.683695804676765,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5034440.746738464
1126.6000000000001,2546.6000000000004,29.0,39.18344441488537,5.459294581021698,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2883076.0784497634
1834.8000000000002,3735.7000000000003,1.0,15.143875986647364,5.535280464472278,0.0,1.0,0.0,1.0,0.0,0.0,0.0,102335.56925817188
1863.2,351.3,21.0,28.09420675983155,3.8045168396325373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102197.02032252614
519.8000000000001,2028.7,29.0,30.16125393216137,7.989057982657433,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2658604.126580191
546.8000000000001,3154.9,1.0,40.41072699160058,4.987897279942855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2502753.2852036012
1254.2,2299.2000000000003,22.0,37.32780406960365,6.289901409784841,0.0,0.0,1.0,1.0,0.0,0.0,0.0,160547.72909925893
1944.8000000000002,1219.5,17.0,27.400722526842877,5.680161303492531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2518279.184058425
1583.6000000000001,1366.1000000000001,2.0,26.17109471192231,7.80382212202366,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1204171.09758788
1581.2,4718.1,6.0,39.49107856252514,3.140257906825903,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1393607.2401757494
1242.8000000000002,4432.7,4.0,21.8912420420402,7.2520700245213465,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1216512.9660229085
905.6,755.8000000000001,3.0,37.81645694173117,5.761375534327085,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5065557.027664806
493.20000000000005,3643.7000000000003,15.0,25.00672307416523,3.435089435845656,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1210929.867397664
1936.8000000000002,4788.400000000001,19.0,36.06689211521845,4.820897591280852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6651652.282193164
1439.8000000000002,1872.6000000000001,1.0,15.983667098481103,6.836726466004962,0.0,1.0,1.0,1.0,0.0,0.0,0.0,103255.52962094225
1653.2,3831.0,8.0,29.810265596947794,5.787012729374197,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2569210.3030577013
384.8,3462.4,11.0,35.34328660943177,4.908489363007387,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2554723.9186361907
1714.4,55.1,18.0,36.91300942447174,7.748613087672343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1202295.6348611428
880.0,4788.400000000001,6.0,23.483730550811984,5.489987883024366,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2570158.4900275003
292.0,1307.8000000000002,17.0,15.157817265506752,3.1119423758896945,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2502424.734834815
72.4,710.5,27.0,34.660711324057516,7.983916686738384,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5416156.345873173
220.4,4221.3,29.0,21.320401041258823,3.801879608879693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,103270.47177064519
1413.0,3559.1000000000004,20.0,20.658059892192675,3.8491688910573885,1.0,1.0,0.0,1.0,0.0,0.0,0.0,188372.8132200871
1598.6000000000001,2508.0,28.0,18.194217123020216,7.395451846104299,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1726836.1199345975
1659.4,490.20000000000005,9.0,36.94654723364039,2.8277085073819377,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2516462.3872384727
474.6,3345.9,15.0,25.971235868415548,7.39040802787151,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2536200.6122135883
1751.4,1851.1000000000001,20.0,36.24170862784105,4.898435501305229,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9585148.856584638
252.0,2564.4,1.0,30.418248513155802,7.548561382649683,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2503193.7588270907
1813.8000000000002,321.6,17.0,23.97310055995849,3.4692201734556107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101233.30728941908
1018.8000000000001,4194.5,23.0,13.485082599481261,2.9415940295315575,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1206770.2071233415
330.20000000000005,3624.7000000000003,0.0,19.876021848048985,7.218354461681039,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0
1035.0,3659.4,13.0,38.773825653817966,6.29881911118461,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1354293.978428386
764.4000000000001,1898.1000000000001,26.0,36.80479118634539,4.324217835879601,1.0,0.0,1.0,1.0,0.0,0.0,0.0,166339.90882270422
1167.8,2826.2000000000003,18.0,19.65993292893099,5.456626669292173,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1230082.4539931973
1239.2,4307.8,29.0,25.59986820961899,4.486360419312575,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2640782.8512971113
1793.6000000000001,2035.9,7.0,29.877169391616253,4.606355334790441,0.0,1.0,0.0,1.0,0.0,0.0,0.0,114299.8774135457
244.20000000000002,1575.6000000000001,27.0,19.492326229301497,5.7597954168954235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101744.16269834408
1245.0,2753.0,0.0,30.073778695639124,3.17111818416756,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1200000.0
1508.6000000000001,2042.9,8.0,39.584854687029896,3.9456324875433157,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5564292.868917298
1657.0,3395.2000000000003,23.0,30.034341423914718,5.673368543085731,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1304072.9670889387
773.6,56.400000000000006,26.0,21.920176992401977,6.355067330811503,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5062947.035971202
233.0,4412.7,29.0,30.208027855915965,3.161148396614993,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5417227.817312336
582.4,955.4000000000001,27.0,41.928166238138104,4.057141747859357,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6017978.431864705
1938.8000000000002,605.2,2.0,40.93941760871457,5.44293888091025,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2511255.2321736966
1572.6000000000001,4123.6,12.0,21.986391033612954,4.155206441534844,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6041766.239165069
1932.0,324.0,0.0,33.49824013106726,6.397881547622046,0.0,0.0,1.0,1.0,0.0,0.0,0.0,100000.0
1264.2,4380.3,16.0,23.792932357264995,4.444281176452542,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1244223.4114771555
1239.6000000000001,4757.5,19.0,21.406870908607573,4.402931473549815,0.0,1.0,1.0,1.0,0.0,0.0,0.0,216696.79127498556
257.8,4650.1,5.0,30.02056731180969,5.477729955435297,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5144438.310746652
700.6,1673.7,6.0,39.43512557474655,4.119004960992443,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101708.97382778917
1951.0,201.10000000000002,17.0,39.50983121368937,5.561495419321398,0.0,0.0,1.0,1.0,0.0,0.0,0.0,105957.58669060231
415.0,1199.5,27.0,16.718627993788285,3.893567360643235,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5128205.931238806
447.20000000000005,3076.9,23.0,38.34433361845573,7.383305031968321,1.0,1.0,1.0,0.0,0.0,0.0,1.0,14701338.53016687
1495.2,1368.6000000000001,14.0,29.045142897058263,2.7517675120996303,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5335534.20035414
151.8,4441.7,21.0,29.379404986452624,2.79135758185349,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5462531.077421292
1627.0,2761.3,7.0,19.62287737901856,5.416573938415928,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6331461.800149212
1939.6000000000001,141.70000000000002,24.0,30.748093161639964,7.162062384683651,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1206856.66095428
1512.2,2045.7,2.0,30.45266951282164,3.138284125600422,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5086645.593590121
148.4,73.4,16.0,24.697250656968336,2.7349621309280367,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2500093.2122095022
380.6,4025.6000000000004,8.0,28.363755186362997,3.323874182085591,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2509149.990160052
525.0,59.300000000000004,5.0,30.409785319941253,5.302661402891363,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2501468.5987285436
1355.0,4637.2,26.0,21.741524614921218,5.593500108489282,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1293778.9221097718
1740.4,1688.2,12.0,34.14326631047091,4.40510374458478,0.0,1.0,1.0,1.0,0.0,0.0,0.0,158595.633768683
1363.4,3239.1000000000004,8.0,24.95897689095063,6.827630469980096,0.0,1.0,1.0,1.0,0.0,0.0,0.0,166524.9033821995
950.4000000000001,3602.7000000000003,17.0,32.07845846839122,5.392285413865496,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6475426.187022803
156.8,3921.8,27.0,21.186267870102846,4.517183348814431,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1220388.0196795538
80.80000000000001,4737.3,6.0,17.136480338523054,7.582460552630836,1.0,1.0,1.0,1.0,0.0,0.0,0.0,108963.33443403337
893.8000000000001,2248.8,22.0,38.73454485348344,3.2559063513453785,1.0,1.0,0.0,1.0,0.0,0.0,0.0,161621.75440717273
384.20000000000005,87.80000000000001,29.0,32.38748013310649,7.990353090189934,1.0,0.0,1.0,1.0,0.0,0.0,0.0,102797.32442783329
742.2,4652.0,20.0,14.52611363301602,4.30891857552443,0.0,1.0,1.0,1.0,0.0,0.0,0.0,147759.32820313465
328.20000000000005,232.0,22.0,39.75366337501221,2.6180059355207037,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5188770.300153324
